2024-12-12,10:46:55,Sample Rate(S):,0.010
X,Y,R,Theta,Frequency,X Noise,Y Noise,XD1,YD1,RD1,Theta D1,XD2,YD2,RD2,Theta D2,XD3,YD3,RD3,Theta D3,ADC1,ADC2,ADC3,ADC4
4.0471566717e-05,9.6405783349e-05,1.0455631390e-04,6.7227129450e+01,1.0000003052e+07,2.4307058487e-06,1.8787924951e-04,4.0471566717e-05,9.6405783349e-05,1.0455631390e-04,6.7227129450e+01,4.0471566717e-05,9.6405783349e-05,1.0455631390e-04,6.7227129450e+01,4.0471566717e-05,9.6405783349e-05,1.0455631390e-04,6.7227129450e+01,6.2501907814e-04,6.2501907814e-04,-3.1250953907e-04,-6.2501907814e-04
4.0569131430e-05,8.8067903443e-05,9.6962931277e-05,6.5266494616e+01,1.0000003052e+07,2.4299037071e-06,1.8787951874e-04,4.0569131430e-05,8.8067903443e-05,9.6962931277e-05,6.5266494616e+01,4.0569131430e-05,8.8067903443e-05,9.6962931277e-05,6.5266494616e+01,4.0569131430e-05,8.8067903443e-05,9.6962931277e-05,6.5266494616e+01,3.1250953907e-04,6.2501907814e-04,-3.1250953907e-04,-6.2501907814e-04
3.9760077078e-05,8.0730423855e-05,8.9990360956e-05,6.3779562655e+01,1.0000003052e+07,2.4293960835e-06,1.8787952291e-04,3.9760077078e-05,8.0730423855e-05,8.9990360956e-05,6.3779562655e+01,3.9760077078e-05,8.0730423855e-05,8.9990360956e-05,6.3779562655e+01,3.9760077078e-05,8.0730423855e-05,8.9990360956e-05,6.3779562655e+01,2.8125857934e-03,3.1250952743e-03,2.1875668317e-03,2.1875668317e-03
3.8762281362e-05,7.3803612965e-05,8.3363587633e-05,6.2291170044e+01,1.0000003052e+07,2.4292611245e-06,1.8787928312e-04,3.8762281362e-05,7.3803612965e-05,8.3363587633e-05,6.2291170044e+01,3.8762281362e-05,7.3803612965e-05,8.3363587633e-05,6.2291170044e+01,3.8762281362e-05,7.3803612965e-05,8.3363587633e-05,6.2291170044e+01,-3.1250953907e-04,-3.1250953907e-04,-1.2500381563e-03,-1.8750572344e-03
3.8293377484e-05,6.6761254742e-05,7.6963938919e-05,6.0161989485e+01,1.0000003052e+07,2.4292187219e-06,1.8787880910e-04,3.8293377484e-05,6.6761254742e-05,7.6963938919e-05,6.0161989485e+01,3.8293377484e-05,6.6761254742e-05,7.6963938919e-05,6.0161989485e+01,3.8293377484e-05,6.6761254742e-05,7.6963938919e-05,6.0161989485e+01,-6.2501907814e-04,-3.1250953907e-04,-1.2500381563e-03,-1.8750572344e-03
3.8475566901e-05,5.9719181668e-05,7.1040480766e-05,5.7207339346e+01,1.0000003052e+07,2.4290228157e-06,1.8787810674e-04,3.8475566901e-05,5.9719181668e-05,7.1040480766e-05,5.7207339346e+01,3.8475566901e-05,5.9719181668e-05,7.1040480766e-05,5.7207339346e+01,3.8475566901e-05,5.9719181668e-05,7.1040480766e-05,5.7207339346e+01,-3.1250953907e-04,3.1250953907e-04,-3.1250953907e-04,-1.2500381563e-03
3.9042960355e-05,5.3177573943e-05,6.5971259831e-05,5.3713898940e+01,1.0000003052e+07,2.4288136814e-06,1.8787717449e-04,3.9042960355e-05,5.3177573943e-05,6.5971259831e-05,5.3713898940e+01,3.9042960355e-05,5.3177573943e-05,6.5971259831e-05,5.3713898940e+01,3.9042960355e-05,5.3177573943e-05,6.5971259831e-05,5.3713898940e+01,0.0000000000e+00,3.1250953907e-04,-6.2501907814e-04,-1.2500381563e-03
3.9637215491e-05,4.7221029935e-05,6.1651719522e-05,4.9989989550e+01,1.0000003052e+07,2.4291283549e-06,1.8787599373e-04,3.9637215491e-05,4.7221029935e-05,6.1651719522e-05,4.9989989550e+01,3.9637215491e-05,4.7221029935e-05,6.1651719522e-05,4.9989989550e+01,3.9637215491e-05,4.7221029935e-05,6.1651719522e-05,4.9989989550e+01,0.0000000000e+00,3.1250953907e-04,-6.2501907814e-04,-1.2500381563e-03
4.0120591610e-05,4.1570013128e-05,5.7773072123e-05,4.6016485523e+01,1.0000003052e+07,2.4323119333e-06,1.8787274506e-04,4.0120591610e-05,4.1570013128e-05,5.7773072123e-05,4.6016485523e+01,4.0120591610e-05,4.1570013128e-05,5.7773072123e-05,4.6016485523e+01,4.0120591610e-05,4.1570013128e-05,5.7773072123e-05,4.6016485523e+01,0.0000000000e+00,3.1250953907e-04,-6.2501907814e-04,-9.3752861721e-04
4.0728201929e-05,3.5765693255e-05,5.4203055692e-05,4.1288165603e+01,1.0000003052e+07,2.4338118585e-06,1.8787059737e-04,4.0728201929e-05,3.5765693255e-05,5.4203055692e-05,4.1288165603e+01,4.0728201929e-05,3.5765693255e-05,5.4203055692e-05,4.1288165603e+01,4.0728201929e-05,3.5765693255e-05,5.4203055692e-05,4.1288165603e+01,0.0000000000e+00,3.1250953907e-04,-6.2501907814e-04,-9.3752861721e-04
4.1837078124e-05,2.9321706814e-05,5.1089172987e-05,3.5024870456e+01,1.0000003052e+07,2.4331970486e-06,1.8786805693e-04,4.1837078124e-05,2.9321706814e-05,5.1089172987e-05,3.5024870456e+01,4.1837078124e-05,2.9321706814e-05,5.1089172987e-05,3.5024870456e+01,4.1837078124e-05,2.9321706814e-05,5.1089172987e-05,3.5024870456e+01,-6.2501907814e-04,0.0000000000e+00,-1.2500381563e-03,-1.5625476371e-03
4.3581853210e-05,2.2279562120e-05,4.8946468897e-05,2.7076660982e+01,1.0000003052e+07,2.4289449211e-06,1.8786511441e-04,4.3581853210e-05,2.2279562120e-05,4.8946468897e-05,2.7076660982e+01,4.3581853210e-05,2.2279562120e-05,4.8946468897e-05,2.7076660982e+01,4.3581853210e-05,2.2279562120e-05,4.8946468897e-05,2.7076660982e+01,0.0000000000e+00,6.2501907814e-04,3.1250953907e-04,0.0000000000e+00
4.5944202436e-05,1.5109358703e-05,4.8364888689e-05,1.8204135591e+01,1.0000003052e+07,2.4202732939e-06,1.8786179392e-04,4.5944202436e-05,1.5109358703e-05,4.8364888689e-05,1.8204135591e+01,4.5944202436e-05,1.5109358703e-05,4.8364888689e-05,1.8204135591e+01,4.5944202436e-05,1.5109358703e-05,4.8364888689e-05,1.8204135591e+01,0.0000000000e+00,3.1250953907e-04,-6.2501907814e-04,-1.2500381563e-03
4.8974813238e-05,7.8439868291e-06,4.9598996574e-05,9.0994220696e+00,1.0000003052e+07,2.4072739412e-06,1.8785816232e-04,4.8974813238e-05,7.8439868291e-06,4.9598996574e-05,9.0994220696e+00,4.8974813238e-05,7.8439868291e-06,4.9598996574e-05,9.0994220696e+00,4.8974813238e-05,7.8439868291e-06,4.9598996574e-05,9.0994220696e+00,3.1250953907e-04,6.2501907814e-04,-3.1250953907e-04,-6.2501907814e-04
5.2689626776e-05,2.1823843347e-07,5.2690078742e-05,2.3731560467e-01,1.0000003052e+07,2.3911233147e-06,1.8785436234e-04,5.2689626776e-05,2.1823843347e-07,5.2690078742e-05,2.3731560467e-01,5.2689626776e-05,2.1823843347e-07,5.2690078742e-05,2.3731560467e-01,5.2689626776e-05,2.1823843347e-07,5.2690078742e-05,2.3731560467e-01,1.2500381563e-03,1.8750572344e-03,1.2500381563e-03,3.1250953907e-04
5.6839584942e-05,-7.7606229729e-06,5.7366938957e-05,-7.7748355055e+00,1.0000003052e+07,2.3739504312e-06,1.8785060525e-04,5.6839584942e-05,-7.7606229729e-06,5.7366938957e-05,-7.7748355055e+00,5.6839584942e-05,-7.7606229729e-06,5.7366938957e-05,-7.7748355055e+00,5.6839584942e-05,-7.7606229729e-06,5.7366938957e-05,-7.7748355055e+00,0.0000000000e+00,6.2501907814e-04,-6.2501907814e-04,-9.3752861721e-04
6.1028189661e-05,-1.6096079781e-05,6.3115162344e-05,-1.4775194896e+01,1.0000001526e+07,2.3459320408e-06,1.8784421471e-04,6.1028189661e-05,-1.6096079781e-05,6.3115162344e-05,-1.4775194896e+01,6.1028189661e-05,-1.6096079781e-05,6.3115162344e-05,-1.4775194896e+01,6.1028189661e-05,-1.6096079781e-05,6.3115162344e-05,-1.4775194896e+01,-3.1250953907e-04,0.0000000000e+00,-9.3752861721e-04,-1.2500381563e-03
6.4878634533e-05,-2.4776031232e-05,6.9448462491e-05,-2.0900995734e+01,1.0000001526e+07,2.3377860120e-06,1.8784199604e-04,6.4878634533e-05,-2.4776031232e-05,6.9448462491e-05,-2.0900995734e+01,6.4878634533e-05,-2.4776031232e-05,6.9448462491e-05,-2.0900995734e+01,6.4878634533e-05,-2.4776031232e-05,6.9448462491e-05,-2.0900995734e+01,-3.1250953907e-04,0.0000000000e+00,-9.3752861721e-04,-1.5625476371e-03
6.8126727563e-05,-3.3360469066e-05,7.5856258178e-05,-2.6090186798e+01,1.0000003052e+07,2.3342373594e-06,1.8784058592e-04,6.8126727563e-05,-3.3360469066e-05,7.5856258178e-05,-2.6090186798e+01,6.8126727563e-05,-3.3360469066e-05,7.5856258178e-05,-2.6090186798e+01,6.8126727563e-05,-3.3360469066e-05,7.5856258178e-05,-2.6090186798e+01,-3.1250953907e-04,0.0000000000e+00,-9.3752861721e-04,-1.2500381563e-03
