2024-12-09,15:58:40,Sample Rate(S):,0.010
X,Y,R,Theta,Frequency,X Noise,Y Noise,XD1,YD1,RD1,Theta D1,XD2,YD2,RD2,Theta D2,XD3,YD3,RD3,Theta D3,ADC1,ADC2,ADC3,ADC4
-4.2980172925e-05,3.3729005842e-04,3.4001746834e-04,9.7261952596e+01,1.0000003052e+07,9.0458012488e-06,8.4261761926e-05,-4.2980172925e-05,3.3729005842e-04,3.4001746834e-04,9.7261952596e+01,-4.2980172925e-05,3.3729005842e-04,3.4001746834e-04,9.7261952596e+01,-4.2980172925e-05,3.3729005842e-04,3.4001746834e-04,9.7261952596e+01,3.1250953907e-04,9.3752861721e-04,0.0000000000e+00,-6.2501907814e-04
-4.7443325232e-05,3.7625949330e-04,3.7923881053e-04,9.7186622053e+01,1.0000003052e+07,9.0203684423e-06,8.4003985874e-05,-4.7443325232e-05,3.7625949330e-04,3.7923881053e-04,9.7186622053e+01,-4.7443325232e-05,3.7625949330e-04,3.7923881053e-04,9.7186622053e+01,-4.7443325232e-05,3.7625949330e-04,3.7923881053e-04,9.7186622053e+01,3.1250953907e-04,3.1250953907e-04,-3.1250953907e-04,-9.3752861721e-04
-5.2794947988e-05,4.2092324375e-04,4.2422126734e-04,9.7149085902e+01,1.0000003052e+07,8.9897978078e-06,8.3707595768e-05,-5.2794947988e-05,4.2092324375e-04,4.2422126734e-04,9.7149085902e+01,-5.2794947988e-05,4.2092324375e-04,4.2422126734e-04,9.7149085902e+01,-5.2794947988e-05,4.2092324375e-04,4.2422126734e-04,9.7149085902e+01,-3.1250953907e-04,0.0000000000e+00,-9.3752861721e-04,-1.2500381563e-03
-5.8590549289e-05,4.6980615084e-04,4.7344553206e-04,9.7108786212e+01,1.0000003052e+07,8.9544762066e-06,8.3377358337e-05,-5.8590549289e-05,4.6980615084e-04,4.7344553206e-04,9.7108786212e+01,-5.8590549289e-05,4.6980615084e-04,4.7344553206e-04,9.7108786212e+01,-5.8590549289e-05,4.6980615084e-04,4.7344553206e-04,9.7108786212e+01,3.1250953907e-04,9.3752861721e-04,3.1250953907e-04,6.2501907814e-04
-6.4506395647e-05,5.2242738289e-04,5.2639476201e-04,9.7038940883e+01,1.0000003052e+07,8.9152986512e-06,8.3023215791e-05,-6.4506395647e-05,5.2242738289e-04,5.2639476201e-04,9.7038940883e+01,-6.4506395647e-05,5.2242738289e-04,5.2639476201e-04,9.7038940883e+01,-6.4506395647e-05,5.2242738289e-04,5.2639476201e-04,9.7038940883e+01,-9.3752861721e-04,-3.1250953907e-04,-1.5625476371e-03,-2.1875668317e-03
-7.0448262464e-05,5.7874062934e-04,5.8301258454e-04,9.6940296568e+01,1.0000003052e+07,8.8320624187e-06,8.2307948511e-05,-7.0448262464e-05,5.7874062934e-04,5.8301258454e-04,9.6940296568e+01,-7.0448262464e-05,5.7874062934e-04,5.8301258454e-04,9.6940296568e+01,-7.0448262464e-05,5.7874062934e-04,5.8301258454e-04,9.6940296568e+01,1.2500381563e-03,1.8750572344e-03,9.3752861721e-04,6.2501907814e-04
-7.6243503464e-05,6.3700810991e-04,6.4155467726e-04,9.6825271041e+01,1.0000003052e+07,8.7933606140e-06,8.1991142120e-05,-7.6243503464e-05,6.3700810991e-04,6.4155467726e-04,9.6825271041e+01,-7.6243503464e-05,6.3700810991e-04,6.4155467726e-04,9.6825271041e+01,-7.6243503464e-05,6.3700810991e-04,6.4155467726e-04,9.6825271041e+01,1.5625476371e-03,1.8750572344e-03,1.2500381563e-03,6.2501907814e-04
-8.1702276100e-05,6.9560415984e-04,7.0038590013e-04,9.6698997472e+01,1.0000003052e+07,8.7604599092e-06,8.1734886763e-05,-8.1702276100e-05,6.9560415984e-04,7.0038590013e-04,9.6698997472e+01,-8.1702276100e-05,6.9560415984e-04,7.0038590013e-04,9.6698997472e+01,-8.1702276100e-05,6.9560415984e-04,7.0038590013e-04,9.6698997472e+01,-9.3752861721e-04,6.2501905486e-03,5.6251715869e-03,5.6251715869e-03
-8.6590474280e-05,7.5205957737e-04,7.5702808280e-04,9.6567995319e+01,1.0000003052e+07,8.7353970053e-06,8.1562282266e-05,-8.6590474280e-05,7.5205957737e-04,7.5702808280e-04,9.6567995319e+01,-8.6590474280e-05,7.5205957737e-04,7.5702808280e-04,9.6567995319e+01,-8.6590474280e-05,7.5205957737e-04,7.5702808280e-04,9.6567995319e+01,-6.2501907814e-04,-6.2501907814e-04,-1.2500381563e-03,-1.8750572344e-03
-9.0687555307e-05,8.0215090773e-04,8.0726099340e-04,9.6450221181e+01,1.0000003052e+07,8.7194076033e-06,8.1490683974e-05,-9.0687555307e-05,8.0215090773e-04,8.0726099340e-04,9.6450221181e+01,-9.0687555307e-05,8.0215090773e-04,8.0726099340e-04,9.6450221181e+01,-9.0687555307e-05,8.0215090773e-04,8.0726099340e-04,9.6450221181e+01,-3.1250953907e-04,0.0000000000e+00,-9.3752861721e-04,-1.8750572344e-03
-9.4013820241e-05,8.4267280103e-04,8.4790096591e-04,9.6365955895e+01,1.0000001526e+07,8.7134391370e-06,8.1528948442e-05,-9.4013820241e-05,8.4267280103e-04,8.4790096591e-04,9.6365955895e+01,-9.4013820241e-05,8.4267280103e-04,8.4790096591e-04,9.6365955895e+01,-9.4013820241e-05,8.4267280103e-04,8.4790096591e-04,9.6365955895e+01,0.0000000000e+00,9.3752861721e-04,3.1250953907e-04,-9.3752861721e-04
-9.6527049756e-05,8.7059278019e-04,8.7592765697e-04,9.6326840638e+01,1.0000001526e+07,8.7180857355e-06,8.1674417965e-05,-9.6527049756e-05,8.7059278019e-04,8.7592765697e-04,9.6326840638e+01,-9.6527049756e-05,8.7059278019e-04,8.7592765697e-04,9.6326840638e+01,-9.6527049756e-05,8.7059278019e-04,8.7592765697e-04,9.6326840638e+01,0.0000000000e+00,6.2501907814e-04,-3.1250953907e-04,-6.2501907814e-04
-9.8021651652e-05,8.8328719405e-04,8.8870946398e-04,9.6332422332e+01,1.0000003052e+07,8.7331938008e-06,8.1914906851e-05,-9.8021651652e-05,8.8328719405e-04,8.8870946398e-04,9.6332422332e+01,-9.8021651652e-05,8.8328719405e-04,8.8870946398e-04,9.6332422332e+01,-9.8021651652e-05,8.8328719405e-04,8.8870946398e-04,9.6332422332e+01,0.0000000000e+00,3.1250953907e-04,-3.1250953907e-04,-6.2501907814e-04
-9.8264587483e-05,8.7970397811e-04,8.8517513422e-04,9.6373632846e+01,1.0000003052e+07,8.7877323991e-06,8.2595952528e-05,-9.8264587483e-05,8.7970397811e-04,8.8517513422e-04,9.6373632846e+01,-9.8264587483e-05,8.7970397811e-04,8.8517513422e-04,9.6373632846e+01,-9.8264587483e-05,8.7970397811e-04,8.8517513422e-04,9.6373632846e+01,0.0000000000e+00,6.2501907814e-04,0.0000000000e+00,-6.2501907814e-04
-9.6978814439e-05,8.5934760524e-04,8.6480240349e-04,9.6438691016e+01,1.0000003052e+07,8.8214227959e-06,8.2984733906e-05,-9.6978814439e-05,8.5934760524e-04,8.6480240349e-04,9.6438691016e+01,-9.6978814439e-05,8.5934760524e-04,8.6480240349e-04,9.6438691016e+01,-9.6978814439e-05,8.5934760524e-04,8.6480240349e-04,9.6438691016e+01,-6.2501907814e-04,0.0000000000e+00,-9.3752861721e-04,-1.5625476371e-03
-9.4041048373e-05,8.2359305466e-04,8.2894465344e-04,9.6514049641e+01,1.0000003052e+07,8.8554286642e-06,8.3371887711e-05,-9.4041048373e-05,8.2359305466e-04,8.2894465344e-04,9.6514049641e+01,-9.4041048373e-05,8.2359305466e-04,8.2894465344e-04,9.6514049641e+01,-9.4041048373e-05,8.2359305466e-04,8.2894465344e-04,9.6514049641e+01,0.0000000000e+00,6.2501907814e-04,-3.1250953907e-04,-9.3752861721e-04
-8.9493515264e-05,7.7479229477e-04,7.7994370907e-04,9.6588841581e+01,1.0000003052e+07,8.8873418588e-06,8.3736740745e-05,-8.9493515264e-05,7.7479229477e-04,7.7994370907e-04,9.6588841581e+01,-8.9493515264e-05,7.7479229477e-04,7.7994370907e-04,9.6588841581e+01,-8.9493515264e-05,7.7479229477e-04,7.7994370907e-04,9.6588841581e+01,-6.2501907814e-04,0.0000000000e+00,-9.3752861721e-04,-1.8750572344e-03
-8.3513459278e-05,7.1562846893e-04,7.2048497793e-04,9.6656286559e+01,1.0000003052e+07,8.9155890117e-06,8.4065512948e-05,-8.3513459278e-05,7.1562846893e-04,7.2048497793e-04,9.6656286559e+01,-8.3513459278e-05,7.1562846893e-04,7.2048497793e-04,9.6656286559e+01,-8.3513459278e-05,7.1562846893e-04,7.2048497793e-04,9.6656286559e+01,-2.5000763126e-03,-2.1875668317e-03,-3.1250952743e-03,-3.7501144689e-03
-7.6545137228e-05,6.5029181076e-04,6.5478133539e-04,9.6713339522e+01,1.0000003052e+07,8.9393291072e-06,8.4349904628e-05,-7.6545137228e-05,6.5029181076e-04,6.5478133539e-04,9.6713339522e+01,-7.6545137228e-05,6.5029181076e-04,6.5478133539e-04,9.6713339522e+01,-7.6545137228e-05,6.5029181076e-04,6.5478133539e-04,9.6713339522e+01,-6.2501907814e-04,0.0000000000e+00,-9.3752861721e-04,-1.5625476371e-03
-6.9277415529e-05,5.8192278020e-04,5.8603198071e-04,9.6789068948e+01,1.0000003052e+07,8.9585230730e-06,8.4586825462e-05,-6.9277415529e-05,5.8192278020e-04,5.8603198071e-04,9.6789068948e+01,-6.9277415529e-05,5.8192278020e-04,5.8603198071e-04,9.6789068948e+01,-6.9277415529e-05,5.8192278020e-04,5.8603198071e-04,9.6789068948e+01,3.1250953907e-04,6.2501907814e-04,0.0000000000e+00,-6.2501907814e-04
-6.2399527596e-05,5.1341767794e-04,5.1719572027e-04,9.6929609800e+01,1.0000003052e+07,8.9737563098e-06,8.4777499838e-05,-6.2399527596e-05,5.1341767794e-04,5.1719572027e-04,9.6929609800e+01,-6.2399527596e-05,5.1341767794e-04,5.1719572027e-04,9.6929609800e+01,-6.2399527596e-05,5.1341767794e-04,5.1719572027e-04,9.6929609800e+01,-3.1250953907e-04,0.0000000000e+00,-9.3752861721e-04,-1.2500381563e-03
-5.6227144899e-05,4.4824671388e-04,4.5175945849e-04,9.7149728762e+01,1.0000003052e+07,8.9952732786e-06,8.5038723659e-05,-5.6227144899e-05,4.4824671388e-04,4.5175945849e-04,9.7149728762e+01,-5.6227144899e-05,4.4824671388e-04,4.5175945849e-04,9.7149728762e+01,-5.6227144899e-05,4.4824671388e-04,4.5175945849e-04,9.7149728762e+01,0.0000000000e+00,3.1250953907e-04,-9.3752861721e-04,-1.2500381563e-03
-5.0634021644e-05,3.8745457868e-04,3.9074909429e-04,9.7445441931e+01,1.0000003052e+07,9.0026712855e-06,8.5121497957e-05,-5.0634021644e-05,3.8745457868e-04,3.9074909429e-04,9.7445441931e+01,-5.0634021644e-05,3.8745457868e-04,3.9074909429e-04,9.7445441931e+01,-5.0634021644e-05,3.8745457868e-04,3.9074909429e-04,9.7445441931e+01,0.0000000000e+00,3.1250953907e-04,-6.2501907814e-04,-9.3752861721e-04
-4.5643798733e-05,3.3174300742e-04,3.3486830148e-04,9.7834022718e+01,1.0000003052e+07,9.0084089700e-06,8.5180601088e-05,-4.5643798733e-05,3.3174300742e-04,3.3486830148e-04,9.7834022718e+01,-4.5643798733e-05,3.3174300742e-04,3.3486830148e-04,9.7834022718e+01,-4.5643798733e-05,3.3174300742e-04,3.3486830148e-04,9.7834022718e+01,-7.8127384186e-03,-8.7502673268e-03,-1.5625476371e-03,-1.8750572344e-03
-4.1247372197e-05,2.8254938403e-04,2.8554421746e-04,9.8305542320e+01,1.0000003052e+07,9.0128362276e-06,8.5221493511e-05,-4.1247372197e-05,2.8254938403e-04,2.8554421746e-04,9.8305542320e+01,-4.1247372197e-05,2.8254938403e-04,2.8554421746e-04,9.8305542320e+01,-4.1247372197e-05,2.8254938403e-04,2.8554421746e-04,9.8305542320e+01,-6.2501907814e-04,-3.1250953907e-04,-1.2500381563e-03,-1.8750572344e-03
-3.7098268375e-05,2.3939634290e-04,2.4225377295e-04,9.8808832443e+01,1.0000003052e+07,9.0161920789e-06,8.5248701882e-05,-3.7098268375e-05,2.3939634290e-04,2.4225377295e-04,9.8808832443e+01,-3.7098268375e-05,2.3939634290e-04,2.4225377295e-04,9.8808832443e+01,-3.7098268375e-05,2.3939634290e-04,2.4225377295e-04,9.8808832443e+01,6.2501907814e-04,1.2500381563e-03,0.0000000000e+00,-6.2501907814e-04
-3.2919345310e-05,2.0160833174e-04,2.0427824829e-04,9.9273633567e+01,1.0000003052e+07,9.0186258046e-06,8.5265797689e-05,-3.2919345310e-05,2.0160833174e-04,2.0427824829e-04,9.9273633567e+01,-3.2919345310e-05,2.0160833174e-04,2.0427824829e-04,9.9273633567e+01,-3.2919345310e-05,2.0160833174e-04,2.0427824829e-04,9.9273633567e+01,-2.5000763126e-03,-2.1875668317e-03,-1.8750572344e-03,-2.5000763126e-03
-2.8955318039e-05,1.6916621399e-04,1.7162639190e-04,9.9712909724e+01,1.0000001526e+07,9.0202738339e-06,8.5275533596e-05,-2.8955318039e-05,1.6916621399e-04,1.7162639190e-04,9.9712909724e+01,-2.8955318039e-05,1.6916621399e-04,1.7162639190e-04,9.9712909724e+01,-2.8955318039e-05,1.6916621399e-04,1.7162639190e-04,9.9712909724e+01,-9.3752861721e-04,-6.2501907814e-04,-1.5625476371e-03,-2.1875668317e-03
-2.5662463247e-05,1.4109855848e-04,1.4341326726e-04,1.0030806959e+02,1.0000001526e+07,9.0213208715e-06,8.5280007222e-05,-2.5662463247e-05,1.4109855848e-04,1.4341326726e-04,1.0030806959e+02,-2.5662463247e-05,1.4109855848e-04,1.4341326726e-04,1.0030806959e+02,-2.5662463247e-05,1.4109855848e-04,1.4341326726e-04,1.0030806959e+02,-6.2501907814e-04,0.0000000000e+00,-1.2500381563e-03,-1.5625476371e-03
-2.3510163366e-05,1.1664623080e-04,1.1899189443e-04,1.0139536219e+02,1.0000001526e+07,9.0224054988e-06,8.5279193522e-05,-2.3510163366e-05,1.1664623080e-04,1.1899189443e-04,1.0139536219e+02,-2.3510163366e-05,1.1664623080e-04,1.1899189443e-04,1.0139536219e+02,-2.3510163366e-05,1.1664623080e-04,1.1899189443e-04,1.0139536219e+02,-3.1250953907e-04,3.1250953907e-04,-3.1250953907e-04,-9.3752861721e-04
-2.2446165023e-05,9.5758078405e-05,9.8353647131e-05,1.0319224398e+02,1.0000003052e+07,9.0227368064e-06,8.5276071061e-05,-2.2446165023e-05,9.5758078405e-05,9.8353647131e-05,1.0319224398e+02,-2.2446165023e-05,9.5758078405e-05,9.8353647131e-05,1.0319224398e+02,-2.2446165023e-05,9.5758078405e-05,9.8353647131e-05,1.0319224398e+02,3.1250953907e-04,9.3752861721e-04,0.0000000000e+00,4.0626241826e-03
-2.1678781779e-05,7.7882878908e-05,8.0843753045e-05,1.0555460840e+02,1.0000003052e+07,9.0229951866e-06,8.5272079902e-05,-2.1678781779e-05,7.7882878908e-05,8.0843753045e-05,1.0555460840e+02,-2.1678781779e-05,7.7882878908e-05,8.0843753045e-05,1.0555460840e+02,-2.1678781779e-05,7.7882878908e-05,8.0843753045e-05,1.0555460840e+02,0.0000000000e+00,3.1250953907e-04,-6.2501907814e-04,-9.3752861721e-04
-2.0590031441e-05,6.2559417303e-05,6.5860686969e-05,1.0821781113e+02,1.0000003052e+07,9.0231736381e-06,8.5267653931e-05,-2.0590031487e-05,6.2559417303e-05,6.5860686983e-05,1.0821781116e+02,-2.0590031487e-05,6.2559417303e-05,6.5860686983e-05,1.0821781116e+02,-2.0590031441e-05,6.2559417303e-05,6.5860686969e-05,1.0821781113e+02,0.0000000000e+00,6.2501907814e-04,0.0000000000e+00,-6.2501907814e-04
-1.9235934387e-05,4.9517620017e-05,5.3122649256e-05,1.1122948718e+02,1.0000003052e+07,9.0232715793e-06,8.5263070314e-05,-1.9235934433e-05,4.9517620017e-05,5.3122649272e-05,1.1122948723e+02,-1.9235934433e-05,4.9517620017e-05,5.3122649272e-05,1.1122948723e+02,-1.9235934387e-05,4.9517620017e-05,5.3122649256e-05,1.1122948718e+02,-6.2501907814e-04,-3.1250953907e-04,-1.2500381563e-03,-1.8750572344e-03
-1.8089724298e-05,3.8302158176e-05,4.2359101101e-05,1.1528090405e+02,1.0000003052e+07,9.0233131305e-06,8.5258498733e-05,-1.8089724390e-05,3.8302158176e-05,4.2359101140e-05,1.1528090416e+02,-1.8089724344e-05,3.8302158176e-05,4.2359101121e-05,1.1528090411e+02,-1.8089724298e-05,3.8302158176e-05,4.2359101101e-05,1.1528090405e+02,-9.3752861721e-04,-3.1250953907e-04,-1.2500381563e-03,-1.8750572344e-03
-1.7446622420e-05,2.8976417937e-05,3.3823326719e-05,1.2105204108e+02,1.0000003052e+07,9.0233263399e-06,8.5254035816e-05,-1.7446622557e-05,2.8976417937e-05,3.3823326790e-05,1.2105204128e+02,-1.7446622511e-05,2.8976417937e-05,3.3823326766e-05,1.2105204122e+02,-1.7446622466e-05,2.8976417937e-05,3.3823326743e-05,1.2105204115e+02,-6.2501907814e-04,3.1250953907e-04,-6.2501907814e-04,-9.3752861721e-04
-1.7208118438e-05,2.1640631152e-05,2.7648440405e-05,1.2849090068e+02,1.0000003052e+07,9.0233254201e-06,8.5249737709e-05,-1.7208118483e-05,2.1640631152e-05,2.7648440433e-05,1.2849090076e+02,-1.7208118483e-05,2.1640631152e-05,2.7648440433e-05,1.2849090076e+02,-1.7208118483e-05,2.1640631152e-05,2.7648440433e-05,1.2849090076e+02,6.2501907814e-04,9.3752861721e-04,0.0000000000e+00,-3.1250953907e-04
-1.6964598319e-05,1.5533434903e-05,2.3001852012e-05,1.3752159953e+02,1.0000003052e+07,9.0232988777e-06,8.5241617663e-05,-1.6964598456e-05,1.5533434903e-05,2.3001852114e-05,1.3752159976e+02,-1.6964598364e-05,1.5533434903e-05,2.3001852046e-05,1.3752159960e+02,-1.6964598364e-05,1.5533434903e-05,2.3001852046e-05,1.3752159960e+02,-2.1875668317e-03,-1.8750572344e-03,-3.1250952743e-03,-3.4376049880e-03
-1.6349667373e-05,9.7286358232e-06,1.9025193250e-05,1.4924585536e+02,1.0000003052e+07,9.0232846363e-06,8.5237751699e-05,-1.6349667419e-05,9.7286358232e-06,1.9025193289e-05,1.4924585543e+02,-1.6349667419e-05,9.7286358232e-06,1.9025193289e-05,1.4924585543e+02,-1.6349667419e-05,9.7286358232e-06,1.9025193289e-05,1.4924585543e+02,6.2501907814e-04,9.3752861721e-04,-3.1250953907e-04,-9.3752861721e-04
-1.5521732158e-05,3.9210444902e-06,1.6009333499e-05,1.6582276472e+02,1.0000003052e+07,9.0232786656e-06,8.5234056415e-05,-1.5521732158e-05,3.9210444902e-06,1.6009333499e-05,1.6582276472e+02,-1.5521732158e-05,3.9210444902e-06,1.6009333499e-05,1.6582276472e+02,-1.5521732158e-05,3.9210444902e-06,1.6009333499e-05,1.6582276472e+02,6.2501907814e-04,9.3752861721e-04,0.0000000000e+00,-3.1250953907e-04
-1.4673084812e-05,-1.6038619205e-06,1.4760480716e-05,-1.7376198391e+02,1.0000003052e+07,9.0232850884e-06,8.5230637920e-05,-1.4673084812e-05,-1.6038618746e-06,1.4760480711e-05,-1.7376198409e+02,-1.4673084812e-05,-1.6038618746e-06,1.4760480711e-05,-1.7376198409e+02,-1.4673084812e-05,-1.6038618746e-06,1.4760480711e-05,-1.7376198409e+02,-3.1250953907e-04,0.0000000000e+00,-6.2501907814e-04,-1.2500381563e-03
-1.3631442562e-05,-6.2520417782e-06,1.4996808084e-05,-1.5536152247e+02,1.0000003052e+07,9.0233080832e-06,8.5227599184e-05,-1.3631442562e-05,-6.2520417782e-06,1.4996808084e-05,-1.5536152247e+02,-1.3631442562e-05,-6.2520417782e-06,1.4996808084e-05,-1.5536152247e+02,-1.3631442562e-05,-6.2520417782e-06,1.4996808084e-05,-1.5536152247e+02,0.0000000000e+00,3.1250953907e-04,-6.2501907814e-04,-9.3752861721e-04
-1.2227166827e-05,-9.6252998827e-06,1.5561169829e-05,-1.4178997535e+02,1.0000003052e+07,9.0233543072e-06,8.5224930707e-05,-1.2227166873e-05,-9.6252998827e-06,1.5561169865e-05,-1.4178997546e+02,-1.2227166873e-05,-9.6252998827e-06,1.5561169865e-05,-1.4178997546e+02,-1.2227166873e-05,-9.6252998827e-06,1.5561169865e-05,-1.4178997546e+02,0.0000000000e+00,0.0000000000e+00,-9.3752861721e-04,-1.2500381563e-03
-1.0902049706e-05,-1.2052915414e-05,1.6251998578e-05,-1.3212984339e+02,1.0000003052e+07,9.0234201293e-06,8.5222517790e-05,-1.0902049706e-05,-1.2052915414e-05,1.6251998578e-05,-1.3212984339e+02,-1.0902049706e-05,-1.2052915414e-05,1.6251998578e-05,-1.3212984339e+02,-1.0902049706e-05,-1.2052915460e-05,1.6251998612e-05,-1.3212984328e+02,1.8750572344e-03,2.1875668317e-03,1.2500381563e-03,-3.1250953907e-04
-1.0300158095e-05,-1.4114532661e-05,1.7473216333e-05,-1.2612031486e+02,1.0000003052e+07,9.0234327454e-06,8.5220190945e-05,-1.0300158095e-05,-1.4114532615e-05,1.7473216296e-05,-1.2612031495e+02,-1.0300158095e-05,-1.4114532661e-05,1.7473216333e-05,-1.2612031486e+02,-1.0300158095e-05,-1.4114532661e-05,1.7473216333e-05,-1.2612031486e+02,3.1250953907e-04,6.2501907814e-04,0.0000000000e+00,-9.3752861721e-04
-1.0388705415e-05,-1.6189206775e-05,1.9235789981e-05,-1.2268852816e+02,1.0000001526e+07,9.0226614017e-06,8.5215125805e-05,-1.0388705369e-05,-1.6189206775e-05,1.9235789957e-05,-1.2268852805e+02,-1.0388705415e-05,-1.6189206775e-05,1.9235789981e-05,-1.2268852816e+02,-1.0388705369e-05,-1.6189206775e-05,1.9235789957e-05,-1.2268852805e+02,3.1250953907e-04,6.2501907814e-04,-3.1250953907e-04,-3.1250953907e-04
-1.0598411415e-05,-1.8487576924e-05,2.1310017011e-05,-1.1982445202e+02,1.0000001526e+07,9.0217192165e-06,8.5212177194e-05,-1.0598411415e-05,-1.8487576786e-05,2.1310016892e-05,-1.1982445221e+02,-1.0598411415e-05,-1.8487576924e-05,2.1310017011e-05,-1.1982445202e+02,-1.0598411415e-05,-1.8487576924e-05,2.1310017011e-05,-1.1982445202e+02,-6.2501907814e-04,0.0000000000e+00,-1.2500381563e-03,-1.2500381563e-03
